CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
307,0,0,193,0,968,812,7,14.2
310,0,0,192,0,970,850,28,25.18
362.6,189,0,164.9,11.6,944.7,755.8,28,37.27
252.5,0,0,185.7,0,1111.6,784.3,14,25.42
298.2,0,107,209.7,11.1,879.6,744.2,7,15.61
446,24,79,162,11.6,967,712,28,55.02
376,0,0,214.6,0,1003.5,762.4,56,28.63
288,192,0,192,0,932,717.8,90,38.5
252.3,0,0,198.6,0,833.9,784.3,28,49.2
307,0,0,193,0,968,812,180,37.43
139.9,209.4,0,192,0,1047,806.9,28,33.01
387,20,94,157,13.9,938,845,3,50.94
425,106.3,0,151.4,18.6,936,803.7,28,66.7
284,15,0,179,5.5,882,790,28,56.85
331,0,0,192,0,978,825,28,26.26
339,0,0,197,0,968,781,365,8.49
525,0,0,189,0,1125,613,28,28.94
116,173,0,192,0,909.8,891.9,180,32.05
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,50.08
200,133,0,192,0,978.4,825.5,3,6.88
238.1,0,0,185.7,0,1118.8,789.3,7,14.54
325,0,0,184,0,1063,783,28,47.1
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,25.48
167.4,0,128.6,175.5,7.8,1006.3,746.6,100,41.3
255,0,0,192,0,889.8,945,180,24.99
339,0,0,186,0,1069,754,28,35.23
393,0,0,192,0,940.6,817,180,36.3
397,0,0,185.7,0,1111.6,749.1,28,43.38
159,187,0,176,11,990,789,28,48.59
349,0,0,192,0,1047,806.2,90,33.42
252,0,0,185,0,1111,784,28,22.44
500,0,0,200,0,1125,613,28,24.45
236,0,0,193,0,968,885,180,26.32
339,0,0,197,0,968,781,28,47.81
251.8,0,0,146.1,12,1006,899.8,56,69.3
238.1,0,0,186.7,4.5,947,839.2,28,40.15
376,0,100.4,214.6,7.8,1003.5,762.4,28,49.2
289,0,0,192,0,1025,821,28,35.1
333,0,0,192,0,931.2,842.6,90,33
149,118,116,183,7,953,780,28,26.86
500,0,0,200,0,1125,613,3,19.11
147.8,175.1,0,167,15,1000,828.5,28,56.14
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,26.15
236,0,0,191,0,968,846,28,40.93
289,0,0,192,0,913.2,895.3,90,44.87
157,236,0,192,0,935.4,781.2,90,45.08
359,19,141,167,10.9,942,665,28,66.82
236,157,0,192,0,972.6,749.1,3,12.47
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,30.12
167,189,167,164.9,15,944.7,755.8,28,21.07
303.6,139.9,0,213.5,6.2,895.5,722.5,28,50.6
382,0,0,185,0,1047,739,7,30.14
310,0,0,192,0,1012,830,90,53.69
310,0,0,192,0,879,815,7,14.6
475,0,0,228,0,932,594,365,39.3
236,157,0,192,0,972.6,749.1,7,23.52
144,136,106,178,7,941,774,28,72.1
255,0,0,192,0,889.8,945,28,18
500,0,0,151,9,1033,655,28,55.26
331,0,0,192,0,978,825,28,32.4
397,42.2,78.3,185.7,11.3,959.2,734.3,56,70.7
289,0,0,192,0,913.2,895.3,28,56.1
277,0,0,191,0,968,856,365,37.23
309.9,209.4,0,192,0,935.4,781.2,7,44.28
165,128.5,132.1,175.5,8.1,1005.8,746.6,7,22.5
151,0,185,167,16,1074,678,28,65.91
349,0,0,192,0,1056,809,90,52.83
397,0,0,186,0,1040,734,28,40.15
313.3,0,0,175.5,8.6,1046.9,611.8,28,34.68
252.3,0,98.8,146.3,14.2,987.8,889,7,19.69
212.6,0,100.4,159.4,8.7,1003.8,903.8,56,53.1
326,26,123,210,10.9,801,792,3,33.4
290.4,0,96.2,192,9.4,961.2,865,3,19.11
135,207,152,199,7,847,739,28,21.97
238.1,0,0,185.7,0,1118.8,789.3,28,46.23
385,0,136,158,20,903,768,28,38.46
251.8,0,99.9,146.1,12.4,1006,899.8,56,53.96
252,0,0,185,0,1111,784,28,39.27
425,106.3,0,153.5,16.5,852.1,887.1,7,55.25
304,76,0,228,0,932,670,14,21.07
491,26,123,210,3.9,882,699,28,56.81
374.3,189.2,0,170.1,10.1,926.1,756.7,28,62.05
238.2,158.8,0,185.7,0,1040.6,734.3,90,49.97
310,0,0,203,0,974,759,28,36.56
212,0,124.8,159,7.8,1085.4,799.5,56,36.99
252,0,0,186,0,1111,784,28,74.5
312.7,0,0,178.1,8,999.7,822.2,28,39.4
220.8,147.2,0,185,0,1055,744.3,28,26.23
321,0,0,182,7,870,780,28,62.94
295.7,0,95.6,171.5,5.5,1041.6,871.9,3,13.71
190.7,0,125.4,162.1,7.8,1090,804,56,38.22
158,177,0,174,22,1001.9,784.3,28,55.55
250,0,95.7,187.4,5.5,956.9,861.2,3,12.64
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,22.63
310,0,0,192,0,970,850,28,31.18
233.8,0,94.6,197.9,4.6,947,852.2,14,25.97
230,0,118.3,195.5,4.6,1029.4,758.6,100,55.16
540,0,0,173,0,1125,613,270,57.22
116,173,0,192,0,909.8,891.9,90,33
388.6,0,97.4,157.9,8.4,978.4,825.5,28,33.01
385,0,0,186,0,966,763,28,21.07
326,0,0,199,11,801,792,28,38.07
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,63.53
236,0,0,193,0,968,885,7,26.14
213.8,0,174.2,154.6,11.7,1052.3,781.2,7,23.74
192,288,0,192,0,929.8,716.1,90,40.29
150.7,0,185.3,166.7,16.5,1074.5,678,28,15.57
139.6,209.4,0,192,0,1026.6,724.3,90,59.76
281,0,0,186,0,1104,774,7,14.14
250.2,0,100.5,170.2,7.5,998,901.8,28,34.57
238.1,0,125.2,164.8,8.9,1001.9,798.9,3,13.52
238.1,0,94.1,186.7,7,949.9,847,28,27.68
295,0,0,185,0,1069,769,28,30.88
302,0,0,203,0,974,817,28,15.58
300,0,0,178,9,1000,822,28,21.26
427.5,47.5,0,228,0,932,594,90,48.7
375,0,0,186,0,1038,758,365,52.83
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,42.03
310,0,0,192,0,970,850,90,50.94
238,0,0,185,0,1118,789,28,32.04
277.1,0,97.4,160.6,11.8,973.9,875.6,28,47.28
425,106.3,0,153.5,16.5,882.1,887.1,7,43.7
531.3,0,0,185.7,0,1040.6,734.3,28,37.17
362.6,189,0,164.9,11.6,944.7,755.8,7,52.91
236,0,0,194,0,968,885,3,9.13
397,0,0,192,0,940.6,785.6,90,36.8
362.6,189,0,164.9,11.6,944.7,755.8,7,35.96
146,173,0,193,3,986,817,28,37.42
212,0,124.8,159,7.8,1085.4,799.5,3,14.4
166.8,0,125.2,143.3,12.1,987.8,889,28,44.39
295.8,0,0,185.7,0,1091.4,769.3,28,19.77
167,75.4,167,164,7.8,1007.3,770.1,28,61.86
218.2,54.6,123.8,140.8,10.9,926.1,746.6,56,44.52
313.3,0,113,178.5,5.2,867.2,824,28,50.51
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,59.49
333,0,0,192,0,931.2,842.6,90,56.7
144,170,133,192,8,814,805,28,46.93
145,198,0,199,8,966,863,28,21.54
173.8,170.2,159.9,181.7,8.2,1055.6,771.9,28,50.08
446,24,79,159,7,967,780,28,31.35
230,0,118.3,195.5,4.6,1029.4,758.6,28,27.34
212.5,0,124.3,158.3,9.9,1078.7,799.5,56,33.56
154.8,183.4,0,193.3,9.2,1047.4,696.7,28,52.82
427.5,47.5,0,228,0,932,594,90,42.13
190,0,0,228,0,932,670,28,21.91
238,0,0,186,0,1119,789,28,29
236,0,0,193,0,968,885,28,18.2
393,0,0,192,0,940,758,28,27.34
525,0,0,189,0,1125,613,180,54.1
182,45.2,125.8,170.2,7.2,1059.4,780.7,28,33.3
376,0,0,186,0,1003.5,762.4,100,44.52
446,24,79,162,11.6,967,712,56,61.89
393,0,0,192,0,940,758,28,37.4
133,200,0,192,0,927.4,839.2,7,10.22
236,0,0,197,0,968,885,28,29.22
203.5,120.5,0,203.5,0,958.2,800.1,28,33.21
277,0,0,191,0,968,856,7,30.45
252,0,0,185,0,1111,784,28,39.4
238.1,0,0,185.7,0,1118.8,789.3,28,45.71
220.8,147.2,0,185.7,0,1055,744.3,28,67.7
251.8,0,99.9,146.1,12.4,1006,899.8,28,35.87
500,0,180,170,11,926,710,28,31.18
155,184,143,193,6,1006,656,28,39.42
230,0,118.3,195.5,4.6,1029.4,758.6,100,50.24
362.6,189,0,164.9,11.6,944.7,755.8,7,45.7
339,0,0,197,0,968,781,90,47.28
379.5,151.2,0,153.9,15.9,1134.3,605,56,64.3
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,64.9
349,0,0,192,0,1047,806,3,13.66
376,0,0,214.6,0,1003.8,762.4,28,46.68
289,0,0,192,0,913.2,895.3,180,44.61
145,116,119,184,5.7,833,880,28,30.96
153,102,0,192,0,888,943.1,28,8.54
305.3,203.5,0,203.5,10.4,965.4,695.5,3,30.57
237.5,237.5,0,228,0,932,594,180,39
275.1,0,121.6,174.8,9.9,1053.5,753.5,3,15.34
298.1,0,107,186.4,6,879,815.2,28,31.65
212,0,124.8,159,7.8,1085.4,799.5,3,23.69
381.4,0,118.3,191.8,5.8,1047.8,739.3,28,29.22
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,33.09
349,0,0,192,0,1047,806,28,49.9
525,0,0,189,0,1125,613,28,65.2
475,106.3,0,147.4,16.5,852.1,887.1,3,48.85
238.1,0,0,185.7,0,1040.6,734.3,28,33.36
313,145,113,178,8,967,667,28,54.1
277,0,0,191,0,968,856,3,29.75
331,0,0,192,0,1025,821,360,44.7
275.1,0,121.4,159.5,9.9,1053.6,777.5,3,17.44
401.8,94.7,0,147.4,11.4,946.8,852.1,56,59.3
525,0,0,189,0,1125,613,3,24.1
349,0,0,192,0,1047,806,90,40.71
165,132.4,0,183.8,0,852.1,887.1,7,49.97
212,0,124.8,159,11.54,1085.4,799.5,3,30.12
255,0,0,192,0,1025,821,360,32.92
139.6,209.4,0,192,0,1047.08,806.9,28,25.46
168,0,103,182,8,953,780,28,44.39
200,0,0,168,0,1000,827,14,12.46
374,189.2,0,170.1,10.1,926.1,756.7,56,58.61
295,0,0,192,0,1069,769,28,28.68
167.4,120.5,86.1,175.1,7.6,1005.8,746.6,28,39.61
387,20,94,157,13.9,938,845,90,57.23
231.8,0,121.6,174,6.7,1056.4,778.5,100,54.77
401.8,94.7,0,137.8,11.3,852.1,887.1,28,34.77
228,151.2,0,185.7,0,1111.6,774.3,28,35.08
145,0,179,202,7,824,869,28,29.23
139.9,209.4,0,192.7,3.6,1047.4,806.9,3,13.4
393,0,0,192,0,940,758,90,40.15
297.8,0,117.5,195.7,6.7,1066,753.5,28,42.55
318.8,0,124.8,210.7,4.5,852.1,880.4,3,6.88
153,102,0,192,0,888,943.1,7,7.84
540,0,0,173,0,1125,613,28,33.42
380,95,0,228,0,932,594,270,43.06
167.4,129.9,128.6,175.5,5.7,1006.3,696.7,14,33.4
339.2,0,0,185.7,0,1069.2,754.3,28,45.85
190.7,0,125.4,166.6,9.9,1079,746.6,28,30.85
102,153,0,192,0,887,942,90,26.86
212.1,0,124.8,168.1,7.8,1090,799.5,3,15.04
252.1,0,98.8,146.1,14.8,987.8,889,14,31.02
359,19,141,154,10.9,942,801,56,56.74
310,0,0,192,0,1012,830,90,48.79
485,0,0,146,0,1120,800,28,71.3
155,183,0,193,9,1047,697,180,54.9
382.5,0,0,185.7,0,1047.8,739.3,28,32.82
350,0,0,203,0,974,775,28,30.22
236,0,0,193,0,968,885,90,39.23
323.7,282.8,0,183.8,10.3,942.7,659.9,28,31.42
310,0,0,192,0,1012,830,90,43.25
250,0,95.7,187.4,5.5,956.9,852.2,28,38.63
376,0,0,214.6,0,1003.5,762.4,28,61.23
136,161,127,176,6,923,764,28,30.22
326,0,0,178,8.6,879,821,28,40.86
333,0,0,192,0,931.2,842.6,90,39.06
349,0,0,192,0,1047,806,90,71.3
339,0,0,185,0,1069,676,28,36.59
290.2,0,96.2,168.1,9.4,961.2,865,100,54.38
194.7,0,100.5,165.6,7.5,1006.4,905.9,7,16.89
385,0,0,186,0,966,763,28,79.4
540,0,0,173,0,1125,613,14,21.07
167,75.4,167,164,7.8,1006.3,770.1,3,4.78
480,0,0,192,0,936.2,712.2,7,10.39
252.5,117.2,98.8,157.9,14.2,846.9,845,3,21.86
304,140,0,218,6,895,722,28,17.96
374,0,0,190,0,1038,758,7,25.08
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,32.63
425,106.3,0,153.5,16.5,852.1,887.1,7,47.71
190.7,0,125.2,166.6,9.9,1090,798.9,14,42.62
339,0,0,197,0,968,781,90,59
362.6,189,0,164.9,11.6,944.7,755.8,7,26.23
331,0,0,192,0,978,825,360,63.4
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,42.64
220.8,147.2,0,185.7,0,1055,744.3,28,35.87
500,0,0,200,0,1125,850,3,16.89
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,49.25
362.6,189,0,164.9,11.6,940.6,755.8,56,79.3
480,0,0,192,0,870,709,28,42.42
322.1,0,125.1,181.1,7,961,879.7,28,76.24
265,111,86,195,7,833,790,28,74.99
475,0,0,228,0,932,594,7,13.52
296,0,0,192,0,1085,765,14,23.52
181.4,0,167,169.6,7.6,1055.6,777.8,3,23.4
250,0,0,182,0,1100,820,28,25.1
167,75.4,167,164,7.9,1007.3,770.1,28,52.43
382,0,0,185,0,1040,734,7,20.97
393,0,0,192,0,940,758,90,39.3
425,106.3,0,153.5,16.5,852.1,887.1,91,65.7
200,0,0,180,0,1125,845,28,25.56
540,0,0,189,0,1125,633,7,7.72
425,106.3,0,153.5,16.5,948.9,852.1,3,9.56
182,45.2,122,170.2,8.2,1059.4,780.7,56,53.46
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,44.52
133,200,0,192,0,927.4,806.2,180,23.4
375,93.8,0,126.6,8.9,852.1,992.6,100,64.3
170.3,155.5,0,185.7,0,1026.6,724.3,7,25.61
349,0,0,192,0,1056,809,28,26.92
375,0,0,186,0,1038,758,28,29.59
250,166.8,0,203.5,5.9,977.6,694.1,28,21.92
251.8,0,98.8,146.1,14.2,973.9,853.5,100,64.02
350,0,0,203,0,974,775,28,52.44
313.3,0,146.5,179.6,11.1,828.7,709.7,28,42.92
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,24.13
229.7,0,118.2,192.9,6.1,1043.6,759.5,28,18.02
116,173,0,192,0,909.8,891.9,90,43.25
212.5,0,100.4,159.3,13.9,1007.3,903.6,3,56.85
160,188,126,180,9,904,749,28,19.93
236,0,0,193,0,968,885,90,74.7
393,0,0,192,0,940.2,839.2,28,76.8
313.3,0,113,178.5,8,1001.9,688.7,28,22.84
313,160,0,174,11.6,882,785,28,33.19
331,0,0,192,0,1025,821,3,24.4
233.8,0,94.6,197.9,4.6,947,852.2,56,74.5
321.3,282.8,0,181.7,18.6,870.1,659.9,28,55.55
190.3,0,125.2,159.4,9.9,1088.1,802.6,28,31.42
339,0,0,185,0,1069,754,28,38.7
139.6,209.4,0,192,0,1047,806.9,180,42.62
239.6,359.4,0,201.9,6.4,842.6,655.3,28,28.99
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,57.23
233.8,0,94.6,197.9,4.6,947,847,3,13.2
266,114,0,228,0,932,670,365,42.33
252.3,0,98.8,146.3,14.2,987.8,889,14,36.99
250,0,0,182,0,1100,820,28,24.34
296,0,0,186,0,1090,769,7,17.44
500,0,0,200,0,1125,613,100,56.61
275.1,0,121.4,159.5,9.9,1053.6,777.5,3,12.18
349,0,0,192,0,1056,809,28,56.81
290.2,0,0,192,0,961.2,865,3,13.29
167,75.4,167,164,7.9,1007.3,770.1,100,50.53
397,0,0,185,0,1040,739,14,24.05
153,102,0,192,0,888,943.1,90,39.15
381.4,0,0,192,0,927.4,839.2,28,39.64
333,0,0,192,0,931.2,842.6,90,25.89
190.3,0,125.2,166.6,9.9,1079,798.9,28,50.66
152.5,170.2,0,178.9,11.2,1001.9,688.7,28,61.24
525,0,0,189,0,1125,613,7,38.7
238.1,0,94.1,186.7,7,949.9,847,3,7.84
158,236,138,179,6,1002,689,28,39.46
331,0,0,192,0,1025,821,28,23.69
172.4,206.5,100.5,170.6,8.2,1065.8,705.2,7,40.15
314,0,113,169.9,10.1,923.2,728.9,28,33.21
349,0,0,192,0,1056,809,180,41.2
298,0,107,200,6,895,785,28,30.22
238,0,0,186,0,1119,789,28,56.63
525,0,0,189,0,1125,613,3,13.36
339,0,0,197,0,968,781,28,33.73
342,38,0,228,0,932,670,180,44.52
307,0,0,193,0,968,812,7,8.49
200,0,0,192,0,927.4,839.2,28,28.99
385,0,0,192,0,966,763,3,17.96
531.3,0,121.9,154.8,11.3,1058.6,778.5,56,79.99
500,0,0,180,0,1125,613,7,38.46
122.6,183.9,0,203.5,0,958.2,800.1,3,12.18
393,0,0,192,0,940,758,90,44.21
525,0,0,189,0,1125,613,14,18.2
393,0,0,192,0,940,758,7,13.29
331,0,0,192,0,1025,821,3,4.83
379.5,151.2,0,153.9,15.9,1134.3,605,100,47.13
182,45.2,122,170.2,8.2,1059.4,780.7,28,24.28
425,106.3,0,153.5,16.5,852.1,887.1,56,71.3
300,0,0,186,0,1030,745,28,50.24
385,0,0,186,0,966,763,14,27.04
310,0,0,192,0,1012,830,28,24.1
310,0,0,192,0,970,850,3,20.08
313.3,145,113,178.5,8,1002,689.3,14,13.46
525,0,0,189,0,1125,613,7,13.46
255.5,132.4,0,192,0,978.4,825.5,3,6.9
331,0,0,192,0,1050,850,360,55.02
296,0,98,196,10.9,998,801,7,14.94
190.3,190.3,0,185.7,0,1063.4,734.3,7,13.71
190,190,0,185.7,0,1069.2,754.3,7,9.73
236,0,0,193,0,968,885,180,29.45
387,20,94,157,11.6,938,845,56,51.06
500,0,0,200,0,1125,613,3,40.86
500,0,0,200,0,1125,845,28,41.05
238,0,0,186,7,949,795,100,51.96
349,0,0,192,0,1047,806,90,39
252.5,0,0,185.7,0,1111.6,784.3,28,44.28
266,0,0,182,0,1113,783,28,31.35
336.5,0,0,181.4,3.4,985.8,816.8,28,9.99
322,0,0,193,0,968,865,28,31.72
255,0,0,192,0,889.8,945,90,40.27
277,0,0,191,0,968,856,28,26.05
387,20,94,157,13.9,938,845,56,54.38
397,0,0,192,0,940,758,90,43.7
397,0,0,192,0,940.6,704.3,28,41.05
203.5,135.7,0,203.5,0,1074.5,676.6,28,33.08
251.4,0,118.3,188.5,5.3,1028.4,757.7,100,58.61
149,117,92,176,7,953,780,28,31.97
349,0,0,192,0,1047,806,3,6.27
385,0,0,186,0,966,763,28,44.52
331,0,0,192,0,978,825,180,29
255,0,0,192,0,929.8,716.1,3,10.34
425,106.3,0,153.5,16.5,852.1,887.1,28,71.7
349,0,0,192,0,1047,806,180,43.06
388.6,94.7,0,157.9,12.1,852.1,840.5,28,50.6
382.5,0,0,185.7,0,1047.8,739.3,28,56.7
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,71.3
331,0,0,192,0,1025,821,28,37.4
252.5,0,0,185.7,0,1111.6,784.3,28,8.54
238.1,0,0,186.7,7,949.9,847,14,20.28
424,22,132,168,8.9,822,750,56,61.8
252,0,0,185,0,1111,784,28,28.94
231.8,0,121.6,174,6.7,1056.4,778.5,100,40.93
401.8,0,0,147.4,11.4,946.8,852.2,28,71.3
255,0,0,192,0,889.8,885,3,21.54
331,0,0,192,0,978,825,180,41.2
213.5,0,174.2,159.2,3.4,1043.6,771.9,14,37.42
212,0,124.8,159,7.8,1085.4,799.5,28,21.92
166.8,250.2,0,203.5,0,975.6,692.6,28,48.28
322,0,0,182,0,977,789,3,3.32
310,0,0,192,0,970,850,90,77.3
424,22,132,168,5.3,822,750,28,54.9
480,0,0,192,0,936,721,7,17.57
153.1,145,113,178.5,8,1001.9,688.7,14,16.88
233.8,0,94.6,197.9,4.6,947,852.2,3,23.8
252,0,0,146,0,1000,828,28,32.01
296,0,0,192,0,1085,765,28,17.95
250,0,95.7,191.8,5.3,948.9,857.2,14,25.1
331,0,0,192,0,978,825,7,11.39
102,153,0,192,0,888,943.1,90,16.5
525,0,0,228,0,1125,613,28,60.28
500,0,0,200,0,1125,613,7,33
166.8,114,0,228,0,932,670,180,48.97
237.5,237.5,0,228,0,932,594,7,14.5
173,0,0,192,0,946.8,856.4,7,15.87
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,20.87
332.5,142.5,0,228,9.5,932,594,270,44.28
424,22,0,168,8.9,822,750,56,74.36
540,0,0,173,0,1125,613,270,55.16
170.3,170.3,0,185.7,0,1026.6,724.3,7,8.54
375,0,0,186,0,1038,758,56,59.59
525,0,0,189,0,1125,613,7,52.01
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.2
298,188,106.6,209.7,6.1,878.6,784,28,37.17
313.3,144.7,0,178.5,8,1001.9,688.7,28,44.28
382,0,0,185,0,1047,739,7,26.91
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,33.54
108.3,162.4,0,203.5,0,938.2,849,90,46.39
349,0,0,192,0,1047,806,365,43.58
194.7,0,100.5,170.2,7.5,998.2,901.8,14,17.54
288.4,121,0,177.4,7,908,829.5,28,17.2
140,194,0,185,5,972,641,56,15.52
139.6,209.4,0,192,0,1047,806.9,7,11.47
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,44.61
307,0,0,193,0,968,812,3,11.48
500,0,0,200,0,1125,613,3,24.45
540,0,0,173,0,1125,613,7,38.8
288,192,0,192,0,932,717.8,7,17.96
236,0,0,193,0,968,885,90,75.5
290.4,0,96.2,168.1,9.4,961.2,865,100,52.44
382,94,77,201,13.9,838,741,14,41.05
385,0,0,186,0,966,763,7,15.53
424,22,132,168,8.9,822,750,3,32.9
540,0,0,173,0,1125,613,7,38.63
310,0,0,192,0,970,850.6,90,35.96
255,0,0,192,0,889.8,945,90,42.33
165,0,143.6,163.8,0,1005.6,900.9,100,55.55
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,45.3
427.5,47.5,0,228,0,932,594,365,57.92
387,20,94,157,11.6,938,845,7,33.42
385,0,0,186,0,966,763,7,23.85
540,0,0,173,0,1125,613,180,53.77
349,0,0,192,0,1047,806,3,12.64
427.5,47.5,0,228,0,932,594,365,24.92
313,0,0,178,8,1002,689,28,37.92
250,0,95.7,187.4,5.5,956.9,861.2,3,14.5
540,0,0,173,0,1125,613,360,34.67
339,0,0,197,0,968,781,28,25.72
154.8,183.4,0,193.3,9.1,877.2,867.7,28,29.93
500,200,0,200,0,1125,613,28,62.05
159,167,174,201,10,913,778,28,17.34
290.4,0,0,195.2,3.1,859.2,827.6,28,47.4
359.9,19,141.8,154.8,11.6,942.7,754.3,3,33.7
132,207,160,178,15,965,641,28,66
198.6,132.4,0,192,0,978.4,825.5,28,24.99
540,0,0,168,5.9,1125,613,28,31.35
144,170,133,192,8,814,805,28,28.94
393,0,0,192,0,940.6,785.6,90,26.4
200,133,0,192,0,965.4,806.2,90,36.99
325.6,166.4,0,173.5,0,1075.7,785.6,7,34.9
385,0,0,186,0,966,763,28,35.3
540,0,0,173,0,1125,613,28,30.45
427.5,47.5,0,228,28.2,932,594,91,78.8
277,0,0,191,0,968,856,180,28.68
252,0,0,185,0,1111,784,7,22.72
250,0,0,189,0,966,763,270,40.27
272.8,181.9,0,185.7,0,1012.4,714.3,28,18.28
198.6,132.4,0,192,0,978.4,825.5,7,21.5
500,0,0,200,0,1111,613,28,50.66
190.3,0,125.2,166.6,9.9,1069.2,779.3,3,19.99
277,0,0,191,0,968,856,180,51.86
157,236,0,192,0,935.4,781.2,28,39.32
212,141.3,0,203.5,0,977.6,748.5,3,19.99
289,133.7,0,194.9,5.5,924.1,760.1,28,34.29
323.7,282.8,0,183.8,10.3,942.7,659.9,28,39.94
385,0,0,186,0,966,763,270,53.1
385,0,0,186,0,966,763,28,24
148.1,0,175.1,171.2,2.2,1000,828.5,28,30.96
313,145,0,178,8,1002,689,28,60.29
381.4,0,0,185.7,0,1104.6,784.3,90,58.78
305.3,203.5,0,203.5,0,965.4,631,90,50.24
149,133.7,0,193.3,6.1,859.2,827.7,28,29
387,188,106,157,15.9,938,845,28,46.23
233.8,0,94.6,197.9,4.6,947,852.2,56,43.8
374.3,0,0,190.2,6.7,1013.2,730.4,28,8.2
200,0,0,200,0,1125,613,7,41.41
102.3,0,0,203.5,0,958.2,800.1,28,26.32
275.1,151.2,0,126.6,9.9,1053.6,748.5,28,30.12
516,0,0,162,8.3,801,802,28,56.14
380,0,0,228,0,932,670,270,54.32
500,0,0,200,0,1125,613,180,42.62
200,133,0,192,0,965.4,806.2,7,7.51
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,59.76
446,19,79,162,11.6,967,712,56,69.3
424,0,132,168,8.9,882,750,3,15.87
393,0,0,192,0,940.6,785.6,28,37.44
446,24,79,196,8,967,712,28,55.02
236,0,0,194,0,968,885,180,47.28
173.8,129.9,128.5,175.5,7.9,1007.3,692.6,14,9.85
296,0,0,192,0,1085,765,28,24.58
339,0,0,197,0,968,781,90,36.3
313.3,116,0,181.9,6.4,884.9,707.9,28,32.72
307,0,0,193,0,968,812,90,31.02
210.7,316.1,0,185.7,0,977,689.3,28,61.07
252.5,0,0,185.7,0,1111.6,784.3,90,80.2
305.3,203.5,0,203.5,0,965.4,631,90,52.2
255.5,170.3,0,185.7,0,1026.6,724.3,3,15.53
102,153,0,192,0,887,942,28,33.05
167.4,129.9,0,175.1,5.8,1006.3,746.6,91,61.99
500,0,0,200,0,1125,613,180,51.43
210.7,316.1,0,185.7,0,977,689.3,28,39.94
425,106.3,0,153.5,16.5,852.1,887.1,28,31.35
198.6,132.4,0,192,0,978.4,825.5,3,18.13
289,0,0,192,0,913.2,895.3,7,18.13
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,56.34
192,288,0,192,0,929.8,716.1,28,38.11
400,0,0,180,0,1145,666,28,24.39
154.8,183.4,0,194.9,9.1,852.1,880.4,28,8.37
239.6,0,0,185.7,0,941.6,664.3,28,19.69
212,0,143.6,163.8,7.8,1086.8,799.5,100,48.7
400,0,0,195,0,1100,820,28,40.2
425,106.3,0,153.5,16.5,852.1,887.1,7,48.67
356,0,0,191,0,977,789,28,25.18
212.5,0,100.4,159.3,8.7,1003.8,903.8,3,20.59
393,0,0,192,0,940.6,785.6,28,24.28
475,0,0,228,0,932,594,180,51.06
322,0,142,168,9,904,805,28,38.77
252,0,0,185,0,1111,784,28,30.44
236,0,0,194,0,968,885,3,9.85
289,155.5,0,185.7,0,1026.6,724.3,7,44.7
170.3,190.3,0,185.7,0,1076.2,759.3,28,65.2
297,0,0,185,0,1040,734,28,30.39
313.3,262.2,0,179.9,8.6,1004.6,611.8,28,64.9
304,76,0,228,0,932,670,28,21.5
158,111,195,220,11,898,713,28,67.11
272.8,119.7,81.2,178.5,7,824.3,692.6,28,17.24
362.6,189,0,164.9,11.6,944.7,755.8,3,2.33
304,76,0,228,0,932,670,7,18.02
531.3,0,0,141.8,28.2,852.1,893.7,56,74.99
296,0,0,185,0,1029,758,28,33
277,0,0,191,0,968,856,3,19.99
376,0,0,214.6,0,1003.5,762.2,28,33.76
388.6,97.1,0,157.9,12.1,852.1,925.7,28,38.46
277.1,0,97.4,160.6,11.8,973.9,875.6,28,74.7
424,0,132,178,22,822,750,7,54.6
230,0,118.3,195.5,6.6,1029.4,758.6,100,27.22
322.2,0,0,203.5,0,959.2,800,3,12.18
255.5,170.3,0,185.7,0,1026.6,724.3,28,44.87
190.3,0,0,185.7,0,1076.2,759.3,28,30.08
339,0,0,189,0,968,781,180,34.77
135.7,203.5,0,185.7,0,1076.2,759.3,28,29.93
339.2,0,0,185.7,0,1069.2,754.3,7,9.62
